normalized_phrase_id	canonical_phrase	current_state	current_reason_code	audit_state	audit_verdict	audit_basis	audit_confidence	rule_defect	raw_occurrence_count	raw_occurrence_ids	corrected_step04_family_ids	corrected_step04_family_states	audit_boundary
NP11091	славянский оберег алатырь значение	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R016|results|1597""]"	"[""F010""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11092	полынь алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1598""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11093	погода алатырь на год	HOLD	HOLD_ENTITY_COLLISION	EXCLUDE	HOLD_CAN_RESOLVE_EXCLUDE	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1599""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11094	юля алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1600""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11095	пермь алатырь	HOLD	HOLD_ENTITY_COLLISION	EXCLUDE	HOLD_CAN_RESOLVE_EXCLUDE	EXPLICIT_PLACE_OR_ORGANIZATION_CONTEXT	high		1	"[""R016|results|1601""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11096	алатырь красный узел	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1602""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11097	индекс г алатырь чувашская республика	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1603""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11098	профнастил алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1604""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11099	алатырь полиция	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1605""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11100	киря алатырь расписание	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1606""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11101	фортуна 99 алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1607""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11102	работа сбербанк алатырь	HOLD	HOLD_ENTITY_COLLISION	EXCLUDE	HOLD_CAN_RESOLVE_EXCLUDE	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1608""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11103	одиссея алатырь кинотеатр	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	high		1	"[""R016|results|1609""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11104	алатырь женский монастырь официальный сайт	HOLD	HOLD_ENTITY_COLLISION	EXCLUDE	HOLD_CAN_RESOLVE_EXCLUDE	EXPLICIT_PLACE_OR_ORGANIZATION_CONTEXT	high		1	"[""R016|results|1610""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11105	город алатырь где находится на карте	HOLD	HOLD_ENTITY_COLLISION	EXCLUDE	HOLD_CAN_RESOLVE_EXCLUDE	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1611""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11106	числа алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1612""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11107	душевая кабина алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1613""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11108	налоговая алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1614""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11109	рыбная лавка алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1615""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11110	нетскул алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1616""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11111	теплодар алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1617""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11112	автошкола 21 алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1618""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11113	гисметео алатырь точный прогноз	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1619""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11114	киловатт алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1620""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11115	флеганов алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1621""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11116	заводы в алатыре	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1622""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11117	погода в алатыре на сентябрь 2026	EXCLUDE	EXCLUDE_EXPLICIT_PLACE	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1623""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11118	билет алатырь шумерля	EXCLUDE	EXCLUDE_EXPLICIT_PLACE	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1624""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11119	гараж в алатыре	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1625""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11120	буинск алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1626""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11121	жизнь алатыря	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1627""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11122	алатырь район чувашской республики	HOLD	HOLD_ENTITY_COLLISION	EXCLUDE	HOLD_CAN_RESOLVE_EXCLUDE	EXPLICIT_PLACE_OR_ORGANIZATION_CONTEXT	high		1	"[""R016|results|1628""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11123	глория алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1629""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11124	сош 2 алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1630""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11125	алатырь комсомольское	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1631""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11126	идеал алатырь медицинский центр телефон	EXCLUDE	EXCLUDE_UNRELATED_PRODUCT	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_UNSUPPORTED_PRODUCT_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1632""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11127	алатырь биография	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	PRODUCT_OR_CATALOG_NAME_WITH_PERSON_ENTITY_CONTEXT	medium		1	"[""R016|results|1633""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11128	торговый центр алатырь в екатеринбурге	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1634""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11129	билеты алатырь чебоксары автобус	EXCLUDE	EXCLUDE_EXPLICIT_PLACE	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1635""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11130	врач терапевт алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1636""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11131	прогноз погоды по городу алатырь	HOLD	HOLD_ENTITY_COLLISION	EXCLUDE	HOLD_CAN_RESOLVE_EXCLUDE	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1637""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11132	ритуальные услуги алатырь	HOLD	HOLD_ENTITY_COLLISION	EXCLUDE	HOLD_CAN_RESOLVE_EXCLUDE	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1638""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11133	алатырь строй	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1639""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11134	алатырь садик	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1640""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11135	денис алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1641""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11136	денис денисов алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1642""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11137	главная алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1643""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11138	сфр алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1644""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11139	попутчик автобусы москва алатырь	EXCLUDE	EXCLUDE_EXPLICIT_PLACE	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1645""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11140	где находится г алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1646""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11141	погода в алатыре сегодня подробно	EXCLUDE	EXCLUDE_EXPLICIT_PLACE	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1647""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11142	подслушано алатырь типичный алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1648""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11143	погода в алатыре чувашская республика	EXCLUDE	EXCLUDE_EXPLICIT_PLACE	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1649""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11144	ювелирный алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1650""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11145	алатырь богородица	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1651""]"	"[""F010""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11146	поезда екатеринбург алатырь	EXCLUDE	EXCLUDE_EXPLICIT_PLACE	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1652""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11147	размер алатыря	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1653""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11148	алатырь костюмы	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1654""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11149	чгу алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1655""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11150	в алатыре задержали	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1656""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11151	комиссариатская 52 алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1657""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11152	открытие алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1658""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11153	участковые алатыря	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1659""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11154	колеса авито алатырь	EXCLUDE	EXCLUDE_EXPLICIT_PLACE	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1660""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11155	продажа домов г алатырь	EXCLUDE	EXCLUDE_EXPLICIT_PLACE	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R016|results|1661""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11156	dns алатырь каталог	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1662""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11157	алатырь первомайская 42	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1663""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11158	маршрутка чебоксары алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1664""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11159	мега алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1665""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11160	пицца алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1666""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11161	батуты алатырь екатеринбург	HOLD	HOLD_ENTITY_COLLISION	EXCLUDE	HOLD_CAN_RESOLVE_EXCLUDE	EXPLICIT_PLACE_OR_ORGANIZATION_CONTEXT	high		1	"[""R016|results|1667""]"	"[""F018""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11162	алатырь продуктовый	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1668""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11163	алатырь сеансы кино	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	high		1	"[""R016|results|1669""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11164	алатырь ул горького	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1670""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11165	купить газовый в алатыре	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1671""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11166	алатырь ичалковский	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1672""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11167	алатырь вещи	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1673""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11168	кладбища алатырь	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1674""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11169	алатырь блаблакар	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	medium		1	"[""R016|results|1675""]"	"[""F008""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP11170	остров алатырь камень	HOLD	HOLD_ENTITY_COLLISION	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R016|results|1676""]"	"[""F009""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
