normalized_phrase_id	canonical_phrase	step03b_state	step03b_reason	raw_occurrence_count	old_step04_family	w08_candidate_family	w09_current_family	w09_assignment_reason	w09_specificity_priority	all_material_signals	old_to_w09_changed	w08_to_w09_changed	transition_class	w07_fixture_disposition	step03b_mutated
NP15245	до какого числа знак зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15246	астролог знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15247	цвет кошелька по знаку зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15248	пентакли знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15249	прогноз знаков зодиака на год	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15250	лев женщина подходящие знаки зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15251	луна сегодня находится в знаке зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15252	сегодня луна в каком знаке зодиака находится	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15253	люди козероги знаков зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15254	розовый кварц знак зодиака кому подходит	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15255	став знаки зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15256	6 год знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15257	знак зодиака после девы	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15258	кому подходит по знаку зодиака камень яшма	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF013	PSF013	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	OBJECT_STONE|TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15259	25 мая какой знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15260	прохор шаляпин знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15261	гороскоп 6 какой знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15262	знаки зодиака на небе	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15263	кому подходит топаз по знаку зодиака женщине	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15264	близнецы знак зодиака год	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15265	какой знак зодиака в начале	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15266	21 октября какой знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15267	знак зодиака певца	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15268	28 августа знак зодиака по гороскопу	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15269	гранат по знаку зодиака женщине	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15270	расшифровка знаков зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15271	близнецы знак зодиака гороскоп	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	2	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15272	камень по знаку зодиака близнецы женщина	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF013	PSF013	PSF011	EXPLICIT_EFFECT_OR_AUDIENCE_TASK_WITH_PRODUCT_CONTEXT	1040	OBJECT_STONE|TASK_EFFECT_AUDIENCE|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15273	луна в знаках зодиака в августе 2026	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15274	таро для знаков зодиака на 2026	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15275	знак зодиака 1995	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15276	знаки зодиака личности	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15277	23 апреля какой знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15278	стихия огня знаки зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15279	21 мая гороскоп знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15280	какой знак зодиака стрелец женщина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	2	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15281	весы знак зодиака рождение	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15282	знак зодиака 1992	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15283	знак зодиака овен год	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15284	павел глоба знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15285	скорпион знак зодиака девушка	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15286	факты о знаках зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15287	сегодня день знака зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15288	самый верный знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15289	изображение знаков зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF016	PSF016	PSF016	EXPLICIT_VISUAL_TASK_WITH_TOPIC_AWARE_ROUTE	1080	TASK_VISUAL|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15290	козерог стихия знака зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15291	весы знак зодиака женщина какая	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	2	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15292	гороскоп 24 августа знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15293	годы под знаком зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15294	конец апреля знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15295	октябрь знак зодиака характеристика	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15296	24 ноября какой знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP15297	второе августа знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15298	телец знак зодиака даты	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	2	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP15299	22 мая какой знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
