normalized_phrase_id	canonical_phrase	exact_normalized_key	raw_phrase_variants	raw_occurrence_count	all_raw_occurrence_ids	run_orders	seed_ids	seed_phrases	provider_request_ids	carrier_locators	channels	observed_count_values	exact_duplicate_count	implicit_duplicate_group_id	implicit_duplicate_state	canonicalization_reason	lineage_state	notes
NP09421	печать велеса лапа волка	печать велеса лапа волка	"[""печать велеса лапа волка""]"	1	"[""R015|results|0037""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""44""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09422	печать велеса волчья лапа значение	печать велеса волчья лапа значение	"[""печать велеса волчья лапа значение""]"	1	"[""R015|results|0038""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""44""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09423	перстень печать велеса	перстень печать велеса	"[""перстень печать велеса""]"	1	"[""R015|results|0039""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""44""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09424	печать велеса значение для мужчин медвежья лапа	печать велеса значение для мужчин медвежья лапа	"[""печать велеса значение для мужчин медвежья лапа""]"	1	"[""R015|results|0040""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""43""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09425	символ печать велеса	символ печать велеса	"[""символ печать велеса""]"	1	"[""R015|results|0041""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""42""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09426	как активировать печать велеса	как активировать печать велеса	"[""как активировать печать велеса""]"	1	"[""R015|results|0042""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""42""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09427	печать велеса картинки	печать велеса картинки	"[""печать велеса картинки""]"	1	"[""R015|results|0043""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""41""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09428	печать велеса фото	печать велеса фото	"[""печать велеса фото""]"	1	"[""R015|results|0044""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""41""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09429	тату печать велеса медвежья	тату печать велеса медвежья	"[""тату печать велеса медвежья""]"	1	"[""R015|results|0045""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""39""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09430	печать велеса тату эскизы для мужчин	печать велеса тату эскизы для мужчин	"[""печать велеса тату эскизы для мужчин""]"	1	"[""R015|results|0046""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""39""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09431	мужская печать велеса	мужская печать велеса	"[""мужская печать велеса""]"	1	"[""R015|results|0047""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""37""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09432	тату печать велеса медвежья лапа	тату печать велеса медвежья лапа	"[""тату печать велеса медвежья лапа""]"	1	"[""R015|results|0048""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""37""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09433	браслет печать велеса	браслет печать велеса	"[""браслет печать велеса""]"	1	"[""R015|results|0049""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""36""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09434	печать бога велеса	печать бога велеса	"[""печать бога велеса""]"	1	"[""R015|results|0050""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""34""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09435	печать велеса 2	печать велеса 2	"[""печать велеса 2""]"	1	"[""R015|results|0051""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""31""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09436	как активировать славянский оберег печать велеса	как активировать славянский оберег печать велеса	"[""как активировать славянский оберег печать велеса""]"	2	"[""R015|results|0052"",""R055|results|0023""]"	"[""15"",""55""]"	"[""S022"",""Q007""]"	"[""Печать Велеса"",""(амулет|оберег|талисман) Велес""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b"",""wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt"",""STEP_03_WORDSTAT_RAW/MANUAL__055__wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475.raw.txt""]"	"[""results""]"	"[""29""]"	1		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09437	печать велеса тату значение	печать велеса тату значение	"[""печать велеса тату значение""]"	1	"[""R015|results|0053""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""28""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09438	оберег печать велеса медвежья	оберег печать велеса медвежья	"[""оберег печать велеса медвежья""]"	2	"[""R015|results|0054"",""R055|results|0032""]"	"[""15"",""55""]"	"[""S022"",""Q007""]"	"[""Печать Велеса"",""(амулет|оберег|талисман) Велес""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b"",""wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt"",""STEP_03_WORDSTAT_RAW/MANUAL__055__wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475.raw.txt""]"	"[""results""]"	"[""25"",""24""]"	1		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09439	печать велеса волка значение	печать велеса волка значение	"[""печать велеса волка значение""]"	1	"[""R015|results|0055""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""22""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09440	печать велеса серебро 925	печать велеса серебро 925	"[""печать велеса серебро 925""]"	1	"[""R015|results|0056""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""21""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09441	оберег печать велеса медвежья лапа	оберег печать велеса медвежья лапа	"[""оберег печать велеса медвежья лапа""]"	2	"[""R015|results|0057"",""R055|results|0040""]"	"[""15"",""55""]"	"[""S022"",""Q007""]"	"[""Печать Велеса"",""(амулет|оберег|талисман) Велес""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b"",""wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt"",""STEP_03_WORDSTAT_RAW/MANUAL__055__wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475.raw.txt""]"	"[""results""]"	"[""20"",""19""]"	1		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09442	печать велеса волчья лапа значение для мужчин	печать велеса волчья лапа значение для мужчин	"[""печать велеса волчья лапа значение для мужчин""]"	1	"[""R015|results|0058""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""20""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09443	печать велеса печатка	печать велеса печатка	"[""печать велеса печатка""]"	1	"[""R015|results|0059""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""19""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09444	печать велеса что это значит	печать велеса что это значит	"[""печать велеса что это значит""]"	1	"[""R015|results|0060""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""18""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09445	печать велеса золото купить	печать велеса золото купить	"[""печать велеса золото купить""]"	1	"[""R015|results|0061""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""17""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09446	печать велеса лапа эскиз	печать велеса лапа эскиз	"[""печать велеса лапа эскиз""]"	1	"[""R015|results|0062""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""17""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09447	славянский оберег печать велеса значение	славянский оберег печать велеса значение	"[""славянский оберег печать велеса значение""]"	2	"[""R015|results|0063"",""R055|results|0049""]"	"[""15"",""55""]"	"[""S022"",""Q007""]"	"[""Печать Велеса"",""(амулет|оберег|талисман) Велес""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b"",""wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt"",""STEP_03_WORDSTAT_RAW/MANUAL__055__wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475.raw.txt""]"	"[""results""]"	"[""16""]"	1		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09448	печать велеса лапа волка значение	печать велеса лапа волка значение	"[""печать велеса лапа волка значение""]"	1	"[""R015|results|0064""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""16""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09449	печать велеса волчья лапа купить	печать велеса волчья лапа купить	"[""печать велеса волчья лапа купить""]"	1	"[""R015|results|0065""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""16""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09450	оберег печать велеса значение для мужчин	оберег печать велеса значение для мужчин	"[""оберег печать велеса значение для мужчин""]"	2	"[""R015|results|0066"",""R055|results|0051""]"	"[""15"",""55""]"	"[""S022"",""Q007""]"	"[""Печать Велеса"",""(амулет|оберег|талисман) Велес""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b"",""wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt"",""STEP_03_WORDSTAT_RAW/MANUAL__055__wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475.raw.txt""]"	"[""results""]"	"[""15""]"	1		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09451	печать велеса медвежья лапа серебро	печать велеса медвежья лапа серебро	"[""печать велеса медвежья лапа серебро""]"	1	"[""R015|results|0067""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""15""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09452	оберег печать велеса медвежья лапа значение	оберег печать велеса медвежья лапа значение	"[""оберег печать велеса медвежья лапа значение""]"	2	"[""R015|results|0068"",""R055|results|0056""]"	"[""15"",""55""]"	"[""S022"",""Q007""]"	"[""Печать Велеса"",""(амулет|оберег|талисман) Велес""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b"",""wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt"",""STEP_03_WORDSTAT_RAW/MANUAL__055__wordstat-0a074fb9-865b-4c66-a0d2-685e2a2b2475.raw.txt""]"	"[""results""]"	"[""15"",""13""]"	1		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09453	печать велеса медвежья лапа значение для женщин	печать велеса медвежья лапа значение для женщин	"[""печать велеса медвежья лапа значение для женщин""]"	1	"[""R015|results|0069""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""14""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09454	печать велеса волк серебро	печать велеса волк серебро	"[""печать велеса волк серебро""]"	1	"[""R015|results|0070""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""14""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP09455	печать велеса золотая	печать велеса золотая	"[""печать велеса золотая""]"	1	"[""R015|results|0071""]"	"[""15""]"	"[""S022""]"	"[""Печать Велеса""]"	"[""wordstat-676b26a8-2956-4353-9f63-5ccc1890992b""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__015__pechat_velesa__wordstat-676b26a8-2956-4353-9f63-5ccc1890992b.txt""]"	"[""results""]"	"[""14""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
