occurrence_id	run_order	seed_id	seed_phrase	provider_request_id	carrier_locator	channel	position	raw_phrase	raw_count	exact_normalized_key	normalized_phrase_id	implicit_duplicate_group_id	implicit_duplicate_state	collapsed_to_normalized_phrase_id	mapping_reason	notes
R016|results|1364	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1364	г алатырь россия	100	г алатырь россия	NP10858		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1365	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1365	купить мопед альфа алатырь	100	купить мопед альфа алатырь	NP10859		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1366	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1366	алатырь николаевский женский монастырь	100	алатырь николаевский женский монастырь	NP10860		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1367	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1367	давление алатырь	100	давление алатырь	NP10861		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1368	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1368	сайт алатыря екатеринбург	100	сайт алатыря екатеринбург	NP10862		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1369	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1369	стоматология стома алатырь	99	стоматология стома алатырь	NP10863		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1370	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1370	купить холодильник алатырь	99	купить холодильник алатырь	NP10864		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1371	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1371	алатырь линз санкт петербург	99	алатырь линз санкт петербург	NP10865		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1372	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1372	денисов алатырь	99	денисов алатырь	NP10866		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1373	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1373	алатырь зоомагазин	99	алатырь зоомагазин	NP10867		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1374	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1374	подвеска алатырь	99	подвеска алатырь	NP10868		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1375	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1375	программа алатырь	98	программа алатырь	NP10869		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1376	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1376	киево николаевский женский монастырь алатырь	98	киево николаевский женский монастырь алатырь	NP10870		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1377	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1377	алатырь 18	98	алатырь 18	NP10871		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1378	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1378	россельхозбанк алатырь	98	россельхозбанк алатырь	NP10872		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1379	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1379	начальник гибдд алатырь	98	начальник гибдд алатырь	NP10873		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1380	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1380	иванова алатырь	98	иванова алатырь	NP10874		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1381	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1381	иваново алатырь	98	иваново алатырь	NP10875		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1382	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1382	алатырь улица московская	98	алатырь улица московская	NP10876		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1383	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1383	гостиница заря алатырь	98	гостиница заря алатырь	NP10877		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1384	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1384	лилия алатырь	98	лилия алатырь	NP10878		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1385	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1385	клев алатырь	97	клев алатырь	NP10879		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1386	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1386	купить диван алатырь	97	купить диван алатырь	NP10880		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1387	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1387	секс в алатыре	97	секс в алатыре	NP10881		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1388	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1388	травматолог алатырь	97	травматолог алатырь	NP10882		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1389	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1389	кари алатырь	97	кари алатырь	NP10883		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1390	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1390	билеты саранск алатырь	97	билеты саранск алатырь	NP10884		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1391	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1391	алатырь питер	97	алатырь питер	NP10885		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1392	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1392	индивидуалки алатырь	97	индивидуалки алатырь	NP10886		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1393	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1393	одиссея фильм алатырь	97	одиссея фильм алатырь	NP10887		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1394	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1394	алатырь список магазинов	97	алатырь список магазинов	NP10888		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1395	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1395	какая завтра погода в алатыре	97	какая завтра погода в алатыре	NP10889		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1396	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1396	сергей алатырь рак	97	сергей алатырь рак	NP10890		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1397	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1397	проститутки в алатыре	97	проститутки в алатыре	NP10891		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1398	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1398	образование алатырь	97	образование алатырь	NP10892		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1399	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1399	алатырь день рождения	96	алатырь день рождения	NP10893		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1400	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1400	выборы алатырь	96	выборы алатырь	NP10894		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1401	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1401	погода в алатыре на 10 дней гисметео	96	погода в алатыре на 10 дней гисметео	NP10895		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1402	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1402	макаров алатырь	96	макаров алатырь	NP10896		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1403	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1403	чуварлей алатырь	96	чуварлей алатырь	NP10897		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1404	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1404	алатырь екатеринбург афиша на сегодня	96	алатырь екатеринбург афиша на сегодня	NP10898		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1405	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1405	автовокзал шумерля алатырь	96	автовокзал шумерля алатырь	NP10899		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1406	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1406	масло алатырь	96	масло алатырь	NP10900		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1407	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1407	погода г алатырь чувашской республики	96	погода г алатырь чувашской республики	NP10901		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1408	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1408	погода г алатырь на 10	96	погода г алатырь на 10	NP10902		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1409	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1409	погода алатырь на две недели на август	96	погода алатырь на две недели на август	NP10903		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1410	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1410	сколько от чебоксар до алатыря	96	сколько от чебоксар до алатыря	NP10904		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1411	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1411	алатырь камень читать	96	алатырь камень читать	NP10905		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1412	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1412	алатырь регион	95	алатырь регион	NP10906		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1413	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1413	гоголя алатырь алатырь	95	гоголя алатырь алатырь	NP10907		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1414	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1414	светофор алатырь первомайская	95	светофор алатырь первомайская	NP10908		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1415	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1415	мебельный алатырь	95	мебельный алатырь	NP10909		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1416	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1416	купить машина алатырь	95	купить машина алатырь	NP10910		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1417	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1417	алатырь канаш расстояние	95	алатырь канаш расстояние	NP10911		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1418	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1418	алатырь екатеринбург кинотеатр афиша на сегодня	95	алатырь екатеринбург кинотеатр афиша на сегодня	NP10912		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1419	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1419	алатырь текст	95	алатырь текст	NP10913		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1420	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1420	концерты алатырь	95	концерты алатырь	NP10914		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1421	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1421	что значит алатырь	95	что значит алатырь	NP10915		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1422	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1422	стройматериалы алатырь	95	стройматериалы алатырь	NP10916		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1423	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1423	памятники в алатыре	95	памятники в алатыре	NP10917		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1424	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1424	авито алатырь чувашия все объявления о продаже	95	авито алатырь чувашия все объявления о продаже	NP10918		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1425	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1425	бла бла алатырь саранск	94	бла бла алатырь саранск	NP10919		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1426	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1426	авито с пробегом алатырь	94	авито с пробегом алатырь	NP10920		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1427	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1427	алатырь арсенал	94	алатырь арсенал	NP10921		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1428	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1428	погода в алатыре на 5 дней	94	погода в алатыре на 5 дней	NP10922		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1429	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1429	сколько градусов в алатыре	94	сколько градусов в алатыре	NP10923		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1430	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1430	алатырь екатеринбург расписание сеансов	94	алатырь екатеринбург расписание сеансов	NP10924		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R016|results|1431	16	S023	Алатырь	wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28	STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt	results	1431	донин алатырь	94	донин алатырь	NP10925		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
