raw_occurrence_id	normalized_phrase_id	canonical_phrase	raw_phrase	current_step03b_state	current_step03b_reason	step04_scope_state	post_sanitation_family_id	family_assignment_reason	family_context_supports_business	ambiguity_class	later_evidence_needed	source_seed_run_provenance_locator	historical_step04_family_id	historical_step04_family_label	historical_vs_new_family_relation	raw_observed_count_descriptive_only	frequency_used_for_assignment
R016|results|0295	NP09794	алатырь монастырь женский	алатырь монастырь женский	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=295	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	578	NO
R016|results|0296	NP09795	александр алатырь	александр алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=296	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	576	NO
R016|results|0297	NP09796	алатырь чувашия республика	алатырь чувашия республика	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=297	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	576	NO
R016|results|0298	NP09797	победа алатырь	победа алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=298	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	576	NO
R016|results|0299	NP09798	шумерля алатырь расписание автобусов	шумерля алатырь расписание автобусов	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=299	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	569	NO
R016|results|0300	NP09799	почта алатырь	почта алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=300	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	567	NO
R016|results|0301	NP09800	мебель алатырь	мебель алатырь	EXCLUDE	EXCLUDE_EXPLICIT_UNSUPPORTED_PRODUCT_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=301	F008	Название из каталога с наблюдаемыми омонимами	EXCLUDED_HISTORY_NOT_RETRIAGED	557	NO
R016|results|0302	NP09801	надежда алатырь	надежда алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=302	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	557	NO
R016|results|0303	NP09802	ооо алатырь	ооо алатырь	EXCLUDE	EXCLUDE_EXPLICIT_PLACE_OR_ORGANIZATION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=303	F008	Название из каталога с наблюдаемыми омонимами	EXCLUDED_HISTORY_NOT_RETRIAGED	555	NO
R016|results|0304	NP09803	алатырь область	алатырь область	EXCLUDE	EXCLUDE_EXPLICIT_PLACE_OR_ORGANIZATION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=304	F008	Название из каталога с наблюдаемыми омонимами	EXCLUDED_HISTORY_NOT_RETRIAGED	555	NO
R016|results|0305	NP09804	киров алатырь	киров алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=305	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	548	NO
R016|results|0306	NP09805	знакомства алатырь	знакомства алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=306	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	547	NO
R016|results|0307	NP09806	алатырь екатеринбург магазины	алатырь екатеринбург магазины	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=307	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	545	NO
R016|results|0308	NP09807	администрация алатырь	администрация алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=308	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	544	NO
R016|results|0309	NP09808	алатырь все обо всем	алатырь все обо всем	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=309	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	534	NO
R016|results|0310	NP09809	алатырь кафе	алатырь кафе	EXCLUDE	EXCLUDE_EXPLICIT_PLACE_OR_ORGANIZATION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=310	F008	Название из каталога с наблюдаемыми омонимами	EXCLUDED_HISTORY_NOT_RETRIAGED	532	NO
R016|results|0311	NP09810	киноафиша алатырь	киноафиша алатырь	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=311	F008	Название из каталога с наблюдаемыми омонимами	EXCLUDED_HISTORY_NOT_RETRIAGED	532	NO
R016|results|0312	NP09811	алатырь часы работы	алатырь часы работы	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=312	F008	Название из каталога с наблюдаемыми омонимами	EXCLUDED_HISTORY_NOT_RETRIAGED	530	NO
R016|results|0313	NP09812	алатырь какой город	алатырь какой город	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=313	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	530	NO
R016|results|0314	NP09813	церкви алатыря	церкви алатыря	EXCLUDE	EXCLUDE_EXPLICIT_RELIGIOUS_PRACTICE_WITHOUT_PRODUCT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=314	F008	Название из каталога с наблюдаемыми омонимами	EXCLUDED_HISTORY_NOT_RETRIAGED	523	NO
R016|results|0315	NP09814	бла бла чебоксары алатырь	бла бла чебоксары алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=315	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	517	NO
R016|results|0316	NP09815	погода в алатыре рп5	погода в алатыре рп5	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=316	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	516	NO
R016|results|0317	NP09816	алатырь жилье	алатырь жилье	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=317	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	512	NO
R016|results|0318	NP09817	сергей алатырь	сергей алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=318	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	510	NO
R016|results|0319	NP09818	гимназия алатырь	гимназия алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=319	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	506	NO
R016|results|0320	NP09819	троицкий монастырь алатырь	троицкий монастырь алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=320	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	505	NO
R016|results|0321	NP09820	алатырь сеансы	алатырь сеансы	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=321	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	499	NO
R016|results|0322	NP09821	работа алатырь свежие	работа алатырь свежие	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=322	F008	Название из каталога с наблюдаемыми омонимами	EXCLUDED_HISTORY_NOT_RETRIAGED	492	NO
R016|results|0323	NP09822	бла бла кар чебоксары алатырь	бла бла кар чебоксары алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=323	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	491	NO
R016|results|0324	NP09823	купить квартиру в алатыре	купить квартиру в алатыре	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=324	F008	Название из каталога с наблюдаемыми омонимами	EXCLUDED_HISTORY_NOT_RETRIAGED	486	NO
R016|results|0325	NP09824	база алатырь	база алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=325	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	484	NO
R016|results|0326	NP09825	купить на авито в алатыре	купить на авито в алатыре	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=326	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	480	NO
R016|results|0327	NP09826	атка алатырь	атка алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=327	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	479	NO
R016|results|0328	NP09827	атк алатырь	атк алатырь	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=328	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	475	NO
R016|results|0329	NP09828	прогноз погоды от гидрометцентра алатырь	прогноз погоды от гидрометцентра алатырь	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=329	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	469	NO
R016|results|0330	NP09829	начальники алатыря	начальники алатыря	HOLD	HOLD_FROZEN_CATALOG_NAME_REFERENT_UNRESOLVED	HOLD_SEMANTIC_SCOPE	PSF006	CATALOG_NAME_UNQUALIFIED	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=330	F008	Название из каталога с наблюдаемыми омонимами	PRESERVED_OR_REFINED	469	NO
R016|results|0331	NP09830	автовокзал алатырь расписание автобусов	автовокзал алатырь расписание автобусов	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=331	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	469	NO
R016|results|0332	NP09831	алатырь чувашская республика чувашия	алатырь чувашская республика чувашия	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=332	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	467	NO
R016|results|0333	NP09832	алатырь ульяновск автобус	алатырь ульяновск автобус	EXCLUDE	EXCLUDE_EXPLICIT_ALATYR_PLACE_OR_LOCAL_ENTITY_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=16|seed=S023|request=wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28|carrier=STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt|channel=results|position=333	F018	Города, адреса, организации и имена людей	EXCLUDED_HISTORY_NOT_RETRIAGED	467	NO
