occurrence_id	run_order	seed_id	seed_phrase	provider_request_id	carrier_locator	channel	position	phrase	count	family_id	family_label	assignment_reason_code	assignment_rule	business_fit_state	ambiguity_state	notes
R034|results|0094	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	94	кулон шлем ужаса	19	F009	Форма или материал, не указанные в разрешённом каталоге	OBSERVED_FORM_OR_MATERIAL_NOT_CLIENT_STATED	BASE_F009_RULE_RETAINED	NOT_STATED_IN_ALLOWED_PRODUCT_TITLES	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0095	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	95	шлем ужаса на руке	19	F007	Прямое название товара/символа из Ozon без явного чужого контекста	DIRECT_CATALOG_NAME_WITHOUT_DISAMBIGUATING_CONTEXT	BASE_F007_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: product referent versus information need is open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0096	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	96	шлем из камня ужаса дст	17	F016	Игры и игровые предметы	EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	BASE_F016_RULE_RETAINED	EXPLICITLY_DIFFERENT_DIGITAL_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0097	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	97	шлем ужаса оберег значение для мужчин	17	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0098	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	98	шлем ужаса значение символа у славян	16	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0099	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	99	шлем ужаса оберег тату	16	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0100	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	100	шлем ужаса пелевин скачать бесплатно	15	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0101	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	101	шлем ужаса в руническом круге	15	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0102	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	102	шлем ужаса агисхьяльм тату	15	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0103	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	103	славянский шлем ужаса значение	15	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0104	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	104	скандинавский символ шлем ужаса	14	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0105	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	105	пелевин шлем ужаса читать	14	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0106	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	106	шлем ужаса в футарке	14	F007	Прямое название товара/символа из Ozon без явного чужого контекста	DIRECT_CATALOG_NAME_WITHOUT_DISAMBIGUATING_CONTEXT	BASE_F007_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: product referent versus information need is open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0107	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	107	тату шлем ужаса значение у мужчин	14	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0108	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	108	шлем ужаса виктор пелевин аудиокнига	13	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0109	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	109	руна агисхьяльм шлем ужаса	13	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0110	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	110	шлем ужаса агисхьяльм руны	13	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0111	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	111	шлем ужаса аудиокнига онлайн	13	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0112	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	112	шлем ужаса аудиокнига слушать онлайн	13	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0113	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	113	компас викингов и шлем ужаса	13	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0114	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	114	шлем ужаса тату на плечо	13	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0115	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	115	шлем ужаса обои на телефон	13	F007	Прямое название товара/символа из Ozon без явного чужого контекста	DIRECT_CATALOG_NAME_WITHOUT_DISAMBIGUATING_CONTEXT	BASE_F007_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: product referent versus information need is open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0116	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	116	амулет шлем ужаса купить в спб	13	F005	Название из каталога вместе с «амулет/оберег/талисман/чётки»	CATALOG_NAME_PLUS_EXPLICIT_PRODUCT_WORD	BASE_F005_RULE_RETAINED	DIRECT_CLIENT_TITLE_AND_BUSINESS_WORDING	LOW: family fit is supported; row intent and claims remain open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0117	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	117	шлем ужаса как выглядит	12	F007	Прямое название товара/символа из Ozon без явного чужого контекста	DIRECT_CATALOG_NAME_WITHOUT_DISAMBIGUATING_CONTEXT	BASE_F007_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: product referent versus information need is open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0118	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	118	шлем ужаса пелевин аудиокнига слушать онлайн бесплатно	12	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0119	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	119	шлем ужасов описание	12	F023	Остаточные фразы с недостаточным смысловым контекстом	CURRENT_INPUT_CANNOT_RESOLVE_REFERENT	BASE_F023_RULE_RETAINED	UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0120	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	120	шлем ужаса аудиокнига скачать торрент	12	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0121	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	121	шлем ужаса и вегвизир различия	12	F007	Прямое название товара/символа из Ozon без явного чужого контекста	DIRECT_CATALOG_NAME_WITHOUT_DISAMBIGUATING_CONTEXT	BASE_F007_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: product referent versus information need is open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0122	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	122	шлем ужаса что обозначает	12	F007	Прямое название товара/символа из Ozon без явного чужого контекста	DIRECT_CATALOG_NAME_WITHOUT_DISAMBIGUATING_CONTEXT	BASE_F007_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: product referent versus information need is open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0123	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	123	вегвизир и шлем ужаса отличия	12	F007	Прямое название товара/символа из Ozon без явного чужого контекста	DIRECT_CATALOG_NAME_WITHOUT_DISAMBIGUATING_CONTEXT	BASE_F007_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: product referent versus information need is open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0124	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	124	шлем ужаса ægishjálmur	11	F007	Прямое название товара/символа из Ozon без явного чужого контекста	DIRECT_CATALOG_NAME_WITHOUT_DISAMBIGUATING_CONTEXT	BASE_F007_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: product referent versus information need is open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0125	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	125	как активировать амулет шлем ужаса	11	F005	Название из каталога вместе с «амулет/оберег/талисман/чётки»	CATALOG_NAME_PLUS_EXPLICIT_PRODUCT_WORD	BASE_F005_RULE_RETAINED	DIRECT_CLIENT_TITLE_AND_BUSINESS_WORDING	LOW: family fit is supported; row intent and claims remain open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0126	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	126	шлем ужаса эгисхьяльм	11	F007	Прямое название товара/символа из Ozon без явного чужого контекста	DIRECT_CATALOG_NAME_WITHOUT_DISAMBIGUATING_CONTEXT	BASE_F007_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: product referent versus information need is open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0127	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	127	шлем ужаса оберег славянский значение	11	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0128	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	128	шлем ужаса оберег купить	11	F005	Название из каталога вместе с «амулет/оберег/талисман/чётки»	CATALOG_NAME_PLUS_EXPLICIT_PRODUCT_WORD	BASE_F005_RULE_RETAINED	DIRECT_CLIENT_TITLE_AND_BUSINESS_WORDING	LOW: family fit is supported; row intent and claims remain open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0129	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	129	шлем ужаса какие руны	10	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0130	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	130	шлем ужаса кольцо серебро	10	F009	Форма или материал, не указанные в разрешённом каталоге	OBSERVED_FORM_OR_MATERIAL_NOT_CLIENT_STATED	BASE_F009_RULE_RETAINED	NOT_STATED_IN_ALLOWED_PRODUCT_TITLES	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0131	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	131	шлем ужаса на запястье	10	F009	Форма или материал, не указанные в разрешённом каталоге	OBSERVED_FORM_OR_MATERIAL_NOT_CLIENT_STATED	BASE_F009_RULE_RETAINED	NOT_STATED_IN_ALLOWED_PRODUCT_TITLES	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0132	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	132	скачать книгу шлем ужаса	10	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0133	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	133	купить серьги шлем ужаса	10	F005	Название из каталога вместе с «амулет/оберег/талисман/чётки»	CATALOG_NAME_PLUS_EXPLICIT_PRODUCT_WORD	BASE_F005_RULE_RETAINED	DIRECT_CLIENT_TITLE_AND_BUSINESS_WORDING	LOW: family fit is supported; row intent and claims remain open	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0134	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	134	слова для активации шлема ужаса	10	F023	Остаточные фразы с недостаточным смысловым контекстом	CURRENT_INPUT_CANNOT_RESOLVE_REFERENT	BASE_F023_RULE_RETAINED	UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0135	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	135	амулет шлем ужаса серебро	10	F009	Форма или материал, не указанные в разрешённом каталоге	OBSERVED_FORM_OR_MATERIAL_NOT_CLIENT_STATED	BASE_F009_RULE_RETAINED	NOT_STATED_IN_ALLOWED_PRODUCT_TITLES	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0136	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	136	шлем глаза ужаса дст	10	F016	Игры и игровые предметы	EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	BASE_F016_RULE_RETAINED	EXPLICITLY_DIFFERENT_DIGITAL_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0137	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	137	кольцо шлем ужаса купить во владивостоке	10	F009	Форма или материал, не указанные в разрешённом каталоге	OBSERVED_FORM_OR_MATERIAL_NOT_CLIENT_STATED	BASE_F009_RULE_RETAINED	NOT_STATED_IN_ALLOWED_PRODUCT_TITLES	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0138	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	138	шлем ужаса оберег значение для женщин	9	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0139	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	139	шлем ужаса агисхьяльм браслет	9	F009	Форма или материал, не указанные в разрешённом каталоге	OBSERVED_FORM_OR_MATERIAL_NOT_CLIENT_STATED	BASE_F009_RULE_RETAINED	NOT_STATED_IN_ALLOWED_PRODUCT_TITLES	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R034|results|0140	34	S055	Шлем ужаса	wordstat-a256259e-581c-4389-92a1-9779e75b5253	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__034__wordstat-a256259e-581c-4389-92a1-9779e75b5253.raw.txt	results	140	что означает шлем ужаса с рунами	9	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRELIMINARY_INFORMATION_VISUAL_RUNE_BODY_ART_UMBRELLA	BASE_F010_RULE_RETAINED	NAME_SUPPORT_ONLY; MEANING_AND_TATTOO_NOT_STATED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
